tenure,InternetService,OnlineSecurity,TechSupport,Contract,MonthlyCharges,Churn
18,No,No internet service,No internet service,One year,20.15,Yes
60,Fiber optic,No,No,One year,104.35,No
26,DSL,No,Yes,Month-to-month,66.05,No
1,Fiber optic,No,No,Month-to-month,71.65,Yes
4,No,No internet service,No internet service,Month-to-month,20.35,Yes
68,DSL,Yes,Yes,Two year,92.2,No
38,Fiber optic,No,Yes,Month-to-month,84.25,Yes
42,Fiber optic,Yes,No,One year,105.2,No
57,No,No internet service,No internet service,Two year,19.6,No
54,DSL,No,No,Month-to-month,30.4,No
12,Fiber optic,No,No,Month-to-month,78.1,Yes
44,DSL,Yes,No,One year,61.5,No
42,DSL,Yes,No,Month-to-month,69.4,No
72,No,No internet service,No internet service,Two year,24.75,No
71,DSL,Yes,Yes,Two year,91.05,No
19,Fiber optic,No,No,Month-to-month,89.65,Yes
23,DSL,No,Yes,Month-to-month,73.65,No
30,No,No internet service,No internet service,Two year,19.4,No
35,No,No internet service,No internet service,One year,26.2,No
10,Fiber optic,Yes,No,Month-to-month,98.7,Yes
1,DSL,No,No,Month-to-month,43.85,No
22,Fiber optic,No,No,Month-to-month,69.7,No
7,DSL,Yes,No,Two year,38.55,No
36,DSL,Yes,Yes,Two year,53.1,No
34,No,No internet service,No internet service,Month-to-month,20.65,No
72,DSL,Yes,No,Two year,64.45,No
36,No,No internet service,No internet service,Two year,25.1,No
1,Fiber optic,No,No,Month-to-month,76.35,Yes
23,Fiber optic,No,No,Month-to-month,79.15,Yes
32,Fiber optic,No,No,Month-to-month,85,Yes
71,Fiber optic,Yes,Yes,One year,95.15,No
23,Fiber optic,No,No,Month-to-month,79.35,No
17,Fiber optic,No,No,One year,96.65,No
1,DSL,No,Yes,Month-to-month,75.5,No
12,No,No internet service,No internet service,Two year,19.7,No
72,No,No internet service,No internet service,Two year,20.5,No
1,No,No internet service,No internet service,Month-to-month,19.2,No
72,Fiber optic,No,No,Two year,98.35,No
60,Fiber optic,No,No,Month-to-month,74.35,No
61,DSL,No,Yes,Two year,51.35,No
6,DSL,No,No,Month-to-month,45.65,No
32,Fiber optic,No,No,Month-to-month,85.3,Yes
31,Fiber optic,No,No,Month-to-month,86.55,Yes
19,Fiber optic,No,No,Month-to-month,73.85,Yes
72,No,No internet service,No internet service,Two year,20.3,No
32,DSL,No,No,Month-to-month,54.2,No
65,Fiber optic,No,No,Month-to-month,90.65,No
45,DSL,Yes,No,Month-to-month,50.9,No
42,No,No internet service,No internet service,One year,25.05,No
8,Fiber optic,No,No,Month-to-month,74.85,No
32,No,No internet service,No internet service,Two year,20.5,No
22,DSL,Yes,Yes,Month-to-month,63.55,No
57,DSL,No,No,Month-to-month,44.85,Yes
1,DSL,Yes,No,Month-to-month,47.95,No
1,DSL,No,No,Month-to-month,45.1,Yes
1,DSL,No,No,Month-to-month,45,No
24,Fiber optic,No,Yes,Month-to-month,96,Yes
1,No,No internet service,No internet service,Month-to-month,20.05,Yes
54,Fiber optic,No,No,Month-to-month,90.05,No
4,No,No internet service,No internet service,Two year,25.3,No
65,Fiber optic,Yes,Yes,Two year,108.65,Yes
56,No,No internet service,No internet service,One year,24.3,No
45,DSL,Yes,No,Month-to-month,75.95,No
71,No,No internet service,No internet service,Two year,19.7,No
59,DSL,Yes,No,One year,66.4,No
69,DSL,No,No,One year,35.75,No
19,No,No internet service,No internet service,One year,18.8,No
55,No,No internet service,No internet service,Two year,19.4,No
38,No,No internet service,No internet service,One year,19.3,No
10,DSL,No,No,Month-to-month,45.55,Yes
47,DSL,Yes,No,Month-to-month,67.45,No
2,DSL,No,No,Month-to-month,35.1,Yes
1,DSL,No,No,Month-to-month,46.2,Yes
1,DSL,No,No,Month-to-month,45.15,Yes
1,DSL,No,No,Month-to-month,43.3,Yes
46,No,No internet service,No internet service,Two year,20.1,No
38,DSL,Yes,No,Month-to-month,57.15,Yes
65,DSL,Yes,Yes,Two year,58.9,No
19,Fiber optic,Yes,No,Month-to-month,73.2,Yes
52,Fiber optic,No,No,Month-to-month,85.35,Yes
71,No,No internet service,No internet service,Two year,19.45,No
1,DSL,No,No,Month-to-month,45.95,Yes
52,DSL,No,Yes,Month-to-month,50.5,No
6,No,No internet service,No internet service,One year,25.1,No
26,DSL,No,No,One year,60.7,No
48,Fiber optic,No,No,One year,99,No
64,Fiber optic,Yes,Yes,One year,104.4,No
3,Fiber optic,No,No,Month-to-month,83.75,Yes
1,DSL,No,No,Month-to-month,44.05,No
72,No,No internet service,No internet service,Two year,24.1,No
1,DSL,No,No,Month-to-month,45.55,No
51,Fiber optic,Yes,No,Month-to-month,93.8,No
41,No,No internet service,No internet service,Two year,19.7,No
72,DSL,Yes,No,Two year,70.65,No
43,DSL,Yes,Yes,Two year,86.45,No
72,Fiber optic,Yes,Yes,Two year,114.1,No
47,Fiber optic,No,No,One year,95.2,No
72,DSL,Yes,Yes,Two year,88.55,No
3,No,No internet service,No internet service,Month-to-month,20.75,No
1,Fiber optic,No,No,Month-to-month,70.05,Yes
2,Fiber optic,No,No,Month-to-month,86,Yes
26,DSL,Yes,No,Month-to-month,44.65,No
29,DSL,Yes,No,Month-to-month,60.2,No
35,Fiber optic,Yes,Yes,Month-to-month,100.5,Yes
27,DSL,Yes,No,One year,55.45,No
24,DSL,Yes,Yes,Month-to-month,70.3,No
67,DSL,Yes,Yes,Two year,60.4,No
16,Fiber optic,No,No,Month-to-month,72.65,Yes
23,DSL,No,No,One year,55.8,No
14,DSL,No,No,Month-to-month,31.1,No
1,No,No internet service,No internet service,Month-to-month,21,Yes
1,DSL,No,No,Month-to-month,45.1,Yes
4,DSL,No,No,Month-to-month,50.95,No
16,DSL,Yes,No,Month-to-month,69.1,No
46,DSL,No,No,Month-to-month,43.95,No
68,DSL,Yes,Yes,Two year,86.5,No
38,DSL,Yes,Yes,Month-to-month,69.95,No
30,DSL,No,No,Month-to-month,50.4,Yes
5,Fiber optic,No,No,Month-to-month,78.95,Yes
17,Fiber optic,No,No,Month-to-month,90.95,No
4,No,No internet service,No internet service,Two year,19.9,No
12,No,No internet service,No internet service,One year,20.15,No
72,DSL,Yes,Yes,Two year,90.6,No
3,Fiber optic,No,No,Month-to-month,92,No
56,Fiber optic,No,Yes,Month-to-month,94.45,Yes
41,No,No internet service,No internet service,One year,24.85,No
40,DSL,No,Yes,One year,36,No
7,DSL,Yes,Yes,Month-to-month,78.5,No
69,No,No internet service,No internet service,Two year,19.95,No
7,No,No internet service,No internet service,One year,20.65,No
5,DSL,No,No,Month-to-month,30.5,No
72,Fiber optic,Yes,Yes,Two year,106.1,No
44,No,No internet service,No internet service,One year,20.5,No
65,Fiber optic,No,No,One year,95.5,No
3,DSL,No,Yes,Month-to-month,64.6,No
24,DSL,No,Yes,Month-to-month,51.1,No
44,Fiber optic,No,No,Month-to-month,84.8,Yes
72,DSL,Yes,Yes,Two year,89.1,No
24,DSL,Yes,Yes,Month-to-month,54.95,No
1,DSL,No,No,Month-to-month,50.9,Yes
22,No,No internet service,No internet service,Month-to-month,20.45,No
70,DSL,No,Yes,Two year,85.95,No
25,DSL,No,No,Month-to-month,60.35,No
37,No,No internet service,No internet service,Two year,19.8,No
22,Fiber optic,No,No,Month-to-month,85.35,No
59,DSL,No,Yes,Two year,72.1,No
49,Fiber optic,No,No,Month-to-month,99.8,Yes
47,Fiber optic,No,Yes,Month-to-month,107.35,Yes
31,No,No internet service,No internet service,Month-to-month,19.55,Yes
1,Fiber optic,No,No,Month-to-month,81.05,No
3,No,No internet service,No internet service,Month-to-month,20.5,No
53,Fiber optic,No,Yes,One year,111.8,No
1,No,No internet service,No internet service,Month-to-month,20.2,No
20,No,No internet service,No internet service,One year,19.7,No
3,Fiber optic,Yes,No,Month-to-month,79.1,Yes
51,No,No internet service,No internet service,One year,19.85,No
51,DSL,Yes,Yes,One year,60.5,No
13,No,No internet service,No internet service,Two year,19.55,No
1,No,No internet service,No internet service,Month-to-month,20.9,No
1,No,No internet service,No internet service,Month-to-month,21.05,No
63,DSL,Yes,Yes,One year,71.5,No
3,DSL,No,No,Month-to-month,54.65,No
46,No,No internet service,No internet service,Two year,19.2,No
1,DSL,No,No,Month-to-month,49.8,No
8,DSL,No,No,Month-to-month,25.5,Yes
71,No,No internet service,No internet service,Two year,20.5,No
55,Fiber optic,No,No,Month-to-month,90.4,No
70,Fiber optic,No,Yes,One year,90.25,No
2,Fiber optic,No,No,Month-to-month,80.75,Yes
67,Fiber optic,Yes,Yes,Two year,104.6,No
65,Fiber optic,No,No,Month-to-month,91.85,Yes
14,DSL,No,No,Month-to-month,50.2,No
20,Fiber optic,No,Yes,Month-to-month,95.5,No
1,Fiber optic,No,No,Month-to-month,75.35,Yes
1,Fiber optic,No,No,Month-to-month,75.45,Yes
49,Fiber optic,No,No,Month-to-month,95.4,No
72,Fiber optic,Yes,No,Two year,101.3,No
46,DSL,Yes,No,Month-to-month,53.1,No
24,Fiber optic,No,No,Month-to-month,84.85,No
5,DSL,No,Yes,Month-to-month,34.25,No
33,Fiber optic,No,Yes,Month-to-month,88.6,No
42,DSL,Yes,No,One year,60.15,No
23,Fiber optic,Yes,No,One year,99.95,No
8,Fiber optic,No,No,Month-to-month,70.7,No
66,DSL,Yes,No,One year,54.8,No
24,DSL,Yes,No,Month-to-month,49.55,Yes
24,DSL,No,No,Month-to-month,54.8,No
69,DSL,Yes,Yes,One year,78.6,Yes
53,Fiber optic,No,No,One year,100.3,No
60,DSL,Yes,No,Two year,53.6,No
7,Fiber optic,No,No,Month-to-month,81.1,Yes
20,No,No internet service,No internet service,One year,19.35,No
23,Fiber optic,No,No,Month-to-month,85.6,No
72,DSL,Yes,Yes,Two year,80.8,No
11,Fiber optic,No,No,Month-to-month,74.95,Yes
21,No,No internet service,No internet service,Two year,19.6,No
1,Fiber optic,No,No,Month-to-month,93.55,Yes
31,Fiber optic,No,No,Month-to-month,90.7,No
57,DSL,No,Yes,Two year,69.75,No
45,No,No internet service,No internet service,Two year,20,No
10,Fiber optic,No,No,Month-to-month,95.25,No
58,Fiber optic,No,Yes,Month-to-month,102.1,Yes
14,No,No internet service,No internet service,Month-to-month,19.95,No
27,DSL,Yes,Yes,One year,80.85,No
14,Fiber optic,No,No,Month-to-month,90.9,Yes
12,DSL,No,No,Month-to-month,29.2,Yes
69,Fiber optic,No,Yes,Two year,93.3,No
25,Fiber optic,No,No,Month-to-month,89.15,Yes
58,Fiber optic,Yes,No,One year,108.85,Yes
35,DSL,Yes,Yes,Two year,46.35,No
16,Fiber optic,No,No,Month-to-month,84.75,Yes
45,DSL,No,No,One year,78.75,No
17,Fiber optic,No,No,Month-to-month,83.55,No
1,DSL,No,No,Month-to-month,45.7,Yes
22,No,No internet service,No internet service,One year,19.6,No
1,Fiber optic,No,No,Month-to-month,69.95,Yes
67,DSL,Yes,Yes,Two year,67.85,No
67,Fiber optic,No,Yes,Two year,105.65,No
2,DSL,No,No,Month-to-month,44.6,Yes
23,Fiber optic,No,No,Month-to-month,74.95,Yes
9,Fiber optic,No,No,Month-to-month,75.5,No
5,No,No internet service,No internet service,Month-to-month,20.15,No
54,DSL,Yes,Yes,Two year,45.2,No
57,Fiber optic,No,No,Two year,95.25,Yes
24,Fiber optic,No,No,Month-to-month,89.85,Yes
49,Fiber optic,No,No,One year,100.45,Yes
5,DSL,No,No,Month-to-month,47.15,Yes
2,Fiber optic,No,No,Month-to-month,80.2,Yes
4,Fiber optic,No,Yes,Month-to-month,87.1,Yes
70,DSL,Yes,Yes,Two year,79.25,No
5,Fiber optic,No,No,Month-to-month,75.9,Yes
53,DSL,Yes,Yes,Month-to-month,85.7,No
47,Fiber optic,Yes,No,Month-to-month,98.75,Yes
31,No,No internet service,No internet service,One year,20.1,No
13,DSL,No,Yes,Month-to-month,61.8,No
28,DSL,No,No,Month-to-month,49.9,No
10,Fiber optic,No,No,Month-to-month,86.45,Yes
38,No,No internet service,No internet service,Two year,20.4,No
1,DSL,No,No,Month-to-month,45.3,Yes
67,Fiber optic,No,No,One year,104.1,Yes
52,DSL,Yes,No,One year,75.4,No
62,Fiber optic,Yes,Yes,Two year,108.15,No
16,Fiber optic,No,No,Month-to-month,86.25,No
5,Fiber optic,No,No,Month-to-month,81,Yes
12,Fiber optic,No,No,One year,95.7,No
72,Fiber optic,Yes,Yes,Two year,116.85,No
71,Fiber optic,No,Yes,One year,105.75,No
24,No,No internet service,No internet service,One year,20.15,No
15,No,No internet service,No internet service,Two year,19.6,No
67,Fiber optic,Yes,No,One year,90.6,Yes
2,DSL,Yes,No,Month-to-month,60.95,No
5,DSL,No,No,Month-to-month,25.05,No
15,Fiber optic,No,No,Month-to-month,88.15,Yes
1,No,No internet service,No internet service,Month-to-month,20.2,Yes
41,DSL,Yes,No,One year,60.3,No
43,DSL,Yes,No,Month-to-month,63.95,No
1,Fiber optic,No,No,Month-to-month,74.3,No
1,Fiber optic,No,No,Month-to-month,70.6,No
26,Fiber optic,No,No,Month-to-month,90.8,Yes
22,Fiber optic,No,No,Month-to-month,79.35,Yes
71,DSL,Yes,Yes,Two year,90.55,No
7,No,No internet service,No internet service,Two year,19.45,No
28,DSL,No,Yes,Month-to-month,64.45,No
16,Fiber optic,No,No,Month-to-month,69.65,No
7,No,No internet service,No internet service,One year,19.5,No
69,Fiber optic,No,Yes,Two year,110.5,No
1,DSL,No,No,Month-to-month,24.7,No
3,DSL,Yes,No,Month-to-month,77.4,No
21,Fiber optic,No,No,Month-to-month,96.8,Yes
69,Fiber optic,No,No,Month-to-month,85.4,No
71,DSL,Yes,Yes,Two year,47.6,No
69,No,No internet service,No internet service,Two year,19.4,No
48,Fiber optic,No,Yes,Month-to-month,103.85,No
47,Fiber optic,No,No,Month-to-month,83.35,Yes
2,DSL,No,No,Month-to-month,49.4,Yes
45,Fiber optic,Yes,Yes,Month-to-month,108.45,No
51,Fiber optic,No,No,Month-to-month,81,No
22,DSL,Yes,Yes,Month-to-month,79.2,Yes
72,DSL,Yes,Yes,Two year,86.65,No
37,Fiber optic,No,No,Month-to-month,92.95,No
71,DSL,Yes,Yes,Two year,90.35,No
7,DSL,No,No,Month-to-month,48.7,Yes
66,No,No internet service,No internet service,Two year,25.15,No
51,DSL,Yes,Yes,One year,76.4,No
30,No,No internet service,No internet service,One year,19.55,No
34,Fiber optic,No,No,Month-to-month,85.35,No
64,No,No internet service,No internet service,Two year,24.8,No
65,Fiber optic,No,No,One year,103.15,No
47,Fiber optic,Yes,Yes,Month-to-month,100.75,No
1,Fiber optic,Yes,No,Month-to-month,95.6,Yes
49,DSL,Yes,No,Month-to-month,59.75,Yes
67,Fiber optic,No,Yes,Two year,94.1,No
39,No,No internet service,No internet service,One year,19.35,No
14,No,No internet service,No internet service,Month-to-month,19.9,No
43,Fiber optic,Yes,Yes,Month-to-month,108.15,Yes
56,Fiber optic,No,No,Month-to-month,101.05,No
14,DSL,No,Yes,One year,59.1,No
1,Fiber optic,No,No,Month-to-month,71.35,Yes
16,DSL,Yes,No,One year,55.85,No
70,Fiber optic,Yes,No,Month-to-month,106.05,No
72,DSL,Yes,No,Two year,84.1,No
23,Fiber optic,No,No,Month-to-month,75.3,No
21,No,No internet service,No internet service,Month-to-month,24.7,No
1,No,No internet service,No internet service,Month-to-month,20.15,Yes
1,Fiber optic,No,No,Month-to-month,69.75,Yes
32,Fiber optic,No,No,Month-to-month,93.2,Yes
17,Fiber optic,No,No,Month-to-month,80.85,Yes
4,DSL,Yes,No,Month-to-month,33.65,Yes
36,DSL,No,No,One year,55.8,No
50,DSL,No,Yes,Two year,39.7,No
48,DSL,No,Yes,Month-to-month,29.5,No
50,No,No internet service,No internet service,Two year,20.15,No
72,DSL,Yes,Yes,Two year,79.55,No
10,No,No internet service,No internet service,Month-to-month,24.8,No
18,No,No internet service,No internet service,Month-to-month,19.65,No
1,Fiber optic,No,No,Month-to-month,79.95,Yes
1,No,No internet service,No internet service,Month-to-month,19.3,Yes
9,Fiber optic,No,No,Month-to-month,94.05,No
2,Fiber optic,Yes,No,Month-to-month,90.75,No
40,Fiber optic,No,Yes,Month-to-month,78.85,No
69,Fiber optic,No,No,One year,99.5,No
37,Fiber optic,Yes,Yes,One year,99.2,Yes
18,Fiber optic,No,No,Month-to-month,80.55,No
11,Fiber optic,No,No,Month-to-month,70.2,No
8,Fiber optic,No,No,Month-to-month,85.2,Yes
3,Fiber optic,No,No,Month-to-month,75.25,Yes
55,DSL,Yes,No,One year,59.45,No
33,Fiber optic,No,No,Month-to-month,93.35,No
46,DSL,No,No,Month-to-month,44.95,No
34,No,No internet service,No internet service,Two year,26.1,No
3,No,No internet service,No internet service,Month-to-month,20.2,No
30,No,No internet service,No internet service,Two year,21.25,No
33,DSL,Yes,Yes,One year,59.4,No
45,Fiber optic,No,No,One year,95,No
40,DSL,Yes,Yes,Month-to-month,61.9,No
71,Fiber optic,Yes,Yes,Two year,118.65,No
1,DSL,No,No,Month-to-month,54.35,Yes
72,DSL,Yes,Yes,Two year,64.45,No
22,Fiber optic,No,No,Month-to-month,80.15,No
46,No,No internet service,No internet service,One year,20.2,No
55,No,No internet service,No internet service,Two year,21,No
1,No,No internet service,No internet service,Month-to-month,20.45,No
12,DSL,No,Yes,One year,75.85,No
31,Fiber optic,No,No,Month-to-month,80.45,No
5,DSL,No,No,Month-to-month,24.95,Yes
67,DSL,Yes,No,Two year,75.5,No
1,DSL,No,No,Month-to-month,44.45,No
40,DSL,Yes,No,One year,42.35,Yes
41,DSL,Yes,No,Month-to-month,74.55,No
1,Fiber optic,No,No,Month-to-month,75.3,Yes
51,Fiber optic,Yes,No,One year,94.8,Yes
42,DSL,Yes,Yes,Two year,48.15,No
23,No,No internet service,No internet service,One year,19.65,No
1,Fiber optic,No,No,Month-to-month,70.55,Yes
1,No,No internet service,No internet service,Month-to-month,20.15,No
56,Fiber optic,Yes,No,Month-to-month,106.6,No
15,Fiber optic,No,No,Month-to-month,91,No
12,No,No internet service,No internet service,Two year,25.4,No
54,DSL,Yes,Yes,Two year,69.95,No
7,DSL,No,No,Month-to-month,66.85,No
33,Fiber optic,No,No,Month-to-month,86.15,Yes
16,No,No internet service,No internet service,Month-to-month,20.15,No
21,DSL,Yes,No,One year,64.85,No
30,DSL,No,No,Two year,74.85,No
3,DSL,No,Yes,Month-to-month,50.5,No
11,Fiber optic,No,No,Month-to-month,72.9,No
62,Fiber optic,Yes,Yes,One year,115.05,No
18,No,No internet service,No internet service,Month-to-month,19,No
6,No,No internet service,No internet service,Month-to-month,19.55,No
46,Fiber optic,No,No,One year,101.1,No
21,Fiber optic,No,No,Month-to-month,84.1,No
68,No,No internet service,No internet service,Two year,24.15,No
1,DSL,No,No,Month-to-month,50.1,No
25,Fiber optic,No,No,Month-to-month,74.6,No
24,No,No internet service,No internet service,Two year,19.75,No
30,Fiber optic,No,No,Month-to-month,85,Yes
2,Fiber optic,No,No,Month-to-month,80.55,Yes
51,Fiber optic,No,No,One year,106.8,No
57,DSL,Yes,Yes,Two year,84.5,No
15,No,No internet service,No internet service,Two year,25.05,No
72,DSL,Yes,Yes,Two year,83.7,No
2,Fiber optic,No,No,Month-to-month,75.8,Yes
28,Fiber optic,No,No,Month-to-month,96.6,No
29,Fiber optic,No,No,Month-to-month,98.5,Yes
70,Fiber optic,Yes,Yes,Two year,101.1,No
13,No,No internet service,No internet service,One year,20.2,No
59,Fiber optic,Yes,Yes,One year,94.05,No
13,Fiber optic,No,No,Month-to-month,95.25,Yes
7,Fiber optic,No,No,Month-to-month,74.4,Yes
62,DSL,Yes,Yes,Two year,81,No
21,DSL,Yes,Yes,One year,60.25,No
2,DSL,No,No,Month-to-month,60.85,No
1,DSL,No,No,Month-to-month,43.95,No
4,Fiber optic,No,No,Month-to-month,86.05,No
19,No,No internet service,No internet service,One year,20.25,No
30,Fiber optic,No,Yes,Month-to-month,85.15,Yes
67,No,No internet service,No internet service,Two year,19.4,No
72,Fiber optic,Yes,No,Two year,102.65,No
53,No,No internet service,No internet service,Two year,19.9,No
5,No,No internet service,No internet service,One year,19.55,No
71,Fiber optic,No,Yes,Two year,95.5,No
50,DSL,No,Yes,One year,84.15,No
56,Fiber optic,No,Yes,Two year,103.2,No
2,DSL,No,Yes,Month-to-month,50.2,No
2,Fiber optic,No,No,Month-to-month,88.55,Yes
24,DSL,Yes,No,Month-to-month,54.75,Yes
46,No,No internet service,No internet service,Two year,19.95,No
71,Fiber optic,Yes,Yes,Two year,116.25,No
29,DSL,No,Yes,Month-to-month,31.2,No
69,No,No internet service,No internet service,Two year,24.45,No
71,DSL,No,Yes,Two year,84.2,No
1,Fiber optic,No,No,Month-to-month,91.3,Yes
56,DSL,Yes,Yes,Two year,85.65,No
56,No,No internet service,No internet service,One year,21.2,No
1,Fiber optic,No,No,Month-to-month,79.5,Yes
28,No,No internet service,No internet service,One year,25.55,No
19,No,No internet service,No internet service,Month-to-month,20.2,No
66,DSL,No,Yes,Month-to-month,63.85,No
17,DSL,No,Yes,One year,61.95,No
52,No,No internet service,No internet service,Two year,25.75,No
19,DSL,No,No,One year,58.2,No
36,DSL,Yes,Yes,One year,85.85,No
7,Fiber optic,No,No,Month-to-month,70.1,Yes
72,Fiber optic,Yes,Yes,One year,104.9,No
67,Fiber optic,Yes,No,One year,111.3,Yes
34,Fiber optic,No,No,One year,99.85,No
57,Fiber optic,No,No,Month-to-month,95.25,Yes
7,Fiber optic,No,No,Month-to-month,86.25,Yes
1,Fiber optic,No,No,Month-to-month,100.8,Yes
8,No,No internet service,No internet service,Month-to-month,19.55,No
69,Fiber optic,No,Yes,Two year,104,No
50,Fiber optic,Yes,No,One year,104.4,No
10,No,No internet service,No internet service,One year,19.5,No
12,No,No internet service,No internet service,Two year,25.25,No
14,Fiber optic,No,No,Month-to-month,86.3,Yes
70,DSL,Yes,Yes,Two year,49.85,No
64,Fiber optic,Yes,Yes,Month-to-month,108.95,No
